55241,4,1,7
55046,5,1,7
34545,6,1,7
30818,7,1,7
3840,8,1,7
1556,9,1,7
73497,10,1,7
35046,11,1,7
38963,12,1,7
47203,13,1,7
29748,14,2,7
18099,15,1,7
58603,16,1,7
10084,17,1,7
58711,18,1,7
52535,19,1,7
39262,21,1,7
32901,22,1,7
51414,23,1,7
517,24,1,7
26722,25,1,7
8243,26,1,7
55617,27,1,7
46398,28,1,7
39718,29,1,7
73994,30,1,8
67379,31,1,8
27472,32,1,8
44448,33,1,8
34641,34,1,8
64584,4,1,8
24702,5,1,8
51169,6,1,8
6991,7,1,8
17441,8,1,8
66505,9,1,8
48531,10,1,8
36660,11,1,8
74318,12,1,8
2788,13,1,8
13218,14,1,8
40289,15,1,8
14480,16,1,8
30944,17,1,8
34307,18,1,8
60018,19,1,8
8791,21,1,8
47440,22,1,8
68639,23,1,8
34477,24,1,8
50553,25,2,28
27923,26,1,28
29644,27,1,28
8847,28,1,28
73648,29,1,28
42116,30,1,28
24633,31,1,28
18438,32,1,28
42125,33,1,28
79805,34,1,28
66769,4,1,28
56707,5,1,28
26275,6,1,28
31545,7,1,28
58498,8,1,28
24127,9,1,28
66622,10,1,28
75620,11,1,28
53678,12,1,28
20615,13,1,28
8634,14,1,28
31357,15,1,28
32294,16,1,28
61699,17,1,28
71490,18,1,28
70405,19,1,30
42399,21,1,30
61292,22,1,30
44327,23,1,30
26729,24,1,30
12829,25,1,30
46353,26,1,30
28699,27,1,30
33245,28,1,30
34834,29,1,30
24289,30,1,30
28356,31,2,30
34079,32,1,30
37568,33,1,30
22123,34,1,30
50858,4,1,30
24868,5,1,30
43766,6,1,30
21041,7,1,30
42539,8,1,30
70596,9,1,30
39337,10,1,30
27148,11,1,30
57219,12,1,30
15426,13,1,30
61669,14,1,7
54614,15,1,7
53878,16,1,7
63588,17,1,7
7819,18,1,7
73201,19,1,7
64030,21,1,7
73688,22,1,7
31443,23,1,7
40864,24,1,7
64349,25,1,7
13150,26,1,7
35754,27,1,7
5593,28,1,7
31957,29,3,7
75683,30,3,7
22485,31,3,7
6938,32,3,7
20456,33,3,7
39118,34,3,7
29502,4,3,7
61151,5,1,7
65242,6,1,7
49848,7,1,7
2449,8,1,7
57178,9,1,8
22799,10,1,8
77421,11,1,8
53398,12,1,8
71374,13,1,8
58810,14,1,8
14197,15,1,8
75836,16,1,8
14957,17,1,8
14940,18,1,8
2806,19,1,8
24309,21,1,8
15783,22,1,8
67770,23,1,8
44647,24,1,8
15952,25,1,8
65344,26,4,8
40086,27,4,8
46530,28,4,8
52883,29,4,8
12771,30,4,8
41061,31,4,8
53106,32,4,8
24125,33,1,8
31142,34,1,8
67929,4,1,28
38155,5,1,28
42450,6,1,28
3450,7,1,28
41370,8,1,28
69921,9,1,28
36713,10,1,28
23420,11,1,28
26269,12,1,28
20292,13,1,28
57753,14,1,28
23784,15,1,28
33093,16,1,28
19322,17,1,28
20956,18,1,28
35971,19,1,28
69091,21,1,28
74543,22,1,28
21948,23,1,28
74961,24,1,28
16290,25,1,28
53704,26,1,28
23840,27,1,28
65726,28,1,28
34223,29,3,28
59331,30,3,30
40883,31,3,30
1107,32,3,30
45708,33,3,30
15247,34,3,30
678,4,1,30
46341,5,1,30
40180,6,1,30
33372,7,1,30
6274,8,1,30
36105,9,1,30
28429,10,1,30
15620,11,1,30
5034,12,1,30
36304,13,1,30
17340,14,1,30
18398,15,1,30
25952,16,1,30
7898,17,1,30
47074,18,1,30
76834,19,1,30
35474,21,2,30
50140,22,1,30
53076,23,1,30
36883,24,1,30
47809,25,1,7
4487,26,1,7
20616,27,1,7
59357,28,1,7
61080,29,1,7
45274,30,1,7
63595,31,1,7
10798,32,1,7
58394,33,1,7
28934,34,1,7
12547,4,1,7
41507,5,1,7
63036,6,1,7
45443,7,1,7
54813,8,1,7
43756,9,1,7
32566,10,1,7
38209,11,1,7
41537,12,1,7
4889,13,1,7
15057,14,1,7
50437,15,1,7
28879,16,1,7
30404,17,1,7
60127,18,1,7
67881,19,1,8
60912,21,1,8
37417,22,1,8
61,23,1,8
52645,24,1,8
55586,25,1,8
36301,26,1,8
26984,27,1,8
73647,28,1,8
53358,29,1,8
24001,30,1,8
62442,31,1,8
10172,32,1,8
22735,33,1,8
84100,34,1,8
24405,4,1,8
6017,5,1,8
58817,6,1,8
70170,7,1,8
1943,8,1,8
49702,9,1,8
57402,10,1,8
80742,11,1,8
35092,12,1,8
17773,13,1,8
13169,14,1,28
17363,15,1,28
68720,16,1,28
5851,17,2,28
9433,18,1,28
64010,19,1,28
13646,21,1,28
43722,22,1,28
54430,23,1,28
28310,24,1,28
28958,25,1,28
25675,26,1,28
22815,27,1,28
150,28,1,28
617,29,1,28
66579,30,1,28
45996,31,1,28
47947,32,1,28
58330,33,1,28
34665,34,1,28
14151,4,1,28
57727,5,1,28
59126,6,1,28
4004,7,1,28
4004,8,1,28
47825,9,1,30
33092,10,1,30
73508,11,1,30
15423,12,1,30
69017,13,1,30
25160,14,1,30
44472,15,1,30
11754,16,1,30
48023,17,1,30
46358,18,1,30
59093,19,1,30
46542,21,1,30
35115,22,1,30
24754,23,3,30
44277,24,3,30
62751,25,3,30
21294,26,3,30
32559,27,3,30
86805,28,3,30
73059,29,3,30
13444,30,1,30
41002,31,1,30
48652,32,1,30
38493,33,1,30
46049,34,1,30
55588,4,1,7
25598,5,1,7
47567,6,1,7
51056,7,1,7
38995,8,1,7
66601,9,1,7
70025,10,1,7
59674,11,1,7
22315,12,1,7
25843,13,1,7
43555,14,1,7
41092,15,1,7
14248,16,1,7
74992,17,1,7
24773,18,1,7
71529,19,1,7
35477,21,1,7
24736,22,1,7
57633,23,1,7
49637,24,1,7
9146,25,4,7
27349,26,4,7
52380,27,4,7
46576,28,4,7
65753,29,1,7
32172,30,1,8
32659,31,1,8
48751,32,1,8
35168,33,1,8
59694,34,1,8
50790,4,1,8
8863,5,1,8
14980,6,1,8
39837,7,1,8
14884,8,1,8
33397,9,1,8
58938,10,1,8
57439,11,1,8
54412,12,1,8
9188,13,1,8
53699,14,1,8
37193,15,1,8
11654,16,1,8
63452,17,1,8
41683,18,1,8
62493,19,1,8
20327,21,1,8
36909,22,1,8
29930,23,1,8
30925,24,1,8
32523,25,1,28
45934,26,1,28
8476,27,1,28
24072,28,1,28
64877,29,1,28
38980,30,1,28
65801,31,1,28
58500,32,1,28
26049,33,1,28
60871,34,1,28
20842,4,1,28
68634,5,1,28
37790,6,1,28
36027,7,1,28
67462,8,1,28
50704,9,1,28
15566,10,1,28
3629,11,1,28
589,12,1,28
23078,13,1,28
5422,14,1,28
67005,15,2,28
7275,16,2,28
16832,17,1,28
46802,18,1,28
58823,19,1,30
13159,21,1,30
2981,22,1,30
75784,23,1,30
75522,24,1,30
62160,25,1,30
57681,26,1,30
39244,27,1,30
32280,28,1,30
3950,29,1,30
2146,30,1,30
71891,31,1,30
38090,32,1,30
21132,33,1,30
21133,34,1,30
69595,4,1,30
37899,5,1,30
20087,6,1,30
57994,7,1,30
26422,8,1,30
42967,9,1,30
46846,10,1,30
3005,11,1,30
71021,12,1,30
44218,13,1,30
51875,14,1,7
40587,15,1,7
71353,16,1,7
22272,17,1,7
58962,18,1,7
13785,19,1,7
19775,21,1,7
66453,22,1,7
30616,23,1,7
64554,24,1,7
66691,25,1,7
5740,26,1,7
7969,27,1,7
84064,28,1,7
70133,29,1,7
39524,30,1,7
74158,31,1,7
21488,32,1,7
52952,33,1,7
76287,34,1,7
19135,4,1,7
35476,5,1,7
58943,6,4,7
18829,7,4,7
7201,8,1,7
11831,9,3,8
55170,10,3,8
54720,11,1,8
22578,12,1,8
24492,13,1,8
10261,14,1,8
27424,15,1,8
5057,16,3,8
51617,17,2,8
58726,18,1,8
73104,19,1,8
